WKT,name,description
"GEOMETRYCOLLECTION (POLYGON ((110.0310261 -7.8953101, 110.0217631 -7.8904987, 110.0306895 -7.8959398, 110.0310261 -7.8953101)), POLYGON ((110.0310261 -7.8953101, 110.3996065 -8.0865004, 110.5783526 -8.1388117, 110.6904059 -8.18668, 110.7073024 -8.2010852, 110.8285716 -8.201886, 110.8265117 -8.1957694, 110.8340648 -8.1930508, 110.8340648 -8.1747002, 110.8217051 -8.1638254, 110.816212 -8.1461531, 110.8114055 -8.1468328, 110.8107188 -8.1577081, 110.7935527 -8.1611066, 110.7846263 -8.1475125, 110.7894328 -8.1128456, 110.781193 -8.0788555, 110.7722667 -8.0543808, 110.7537272 -8.027185, 110.7592204 -8.0081469, 110.7585337 -7.9931877, 110.7681468 -7.9850279, 110.7688334 -7.9129429, 110.7736399 -7.8904987, 110.781193 -7.8762154, 110.781193 -7.8639722, 110.7887461 -7.8503682, 110.7805064 -7.8483276, 110.7846263 -7.8204379, 110.7770732 -7.8136352, 110.7681468 -7.8047916, 110.7640269 -7.8149958, 110.759907 -7.8279207, 110.7448008 -7.8190774, 110.7413676 -7.8054719, 110.729008 -7.7966281, 110.7104686 -7.7905054, 110.7132151 -7.8000296, 110.6953624 -7.8095536, 110.6713298 -7.8020705, 110.674763 -7.7871039, 110.6665232 -7.7871039, 110.6582835 -7.8061522, 110.6472972 -7.7959478, 110.6280711 -7.8027508, 110.6212046 -7.7979887, 110.6136515 -7.8013902, 110.608845 -7.7973084, 110.5971721 -7.798669, 110.6006053 -7.8054719, 110.5868724 -7.8041114, 110.5786326 -7.8088733, 110.5724528 -7.8034311, 110.5834391 -7.798669, 110.5813792 -7.7905054, 110.5587199 -7.7823416, 110.5525401 -7.7925463, 110.5360606 -7.7973084, 110.5140879 -7.7796203, 110.5134013 -7.770776, 110.4934886 -7.7673743, 110.4893687 -7.7333557, 110.4763224 -7.6761982, 110.4708293 -7.6462554, 110.469456 -7.6183524, 110.4612162 -7.5945313, 110.4591563 -7.5645828, 110.4454234 -7.5414394, 110.4104045 -7.5693475, 110.3863719 -7.5979344, 110.3458598 -7.6244776, 110.3026011 -7.6591855, 110.2881816 -7.6789201, 110.273762 -7.7068192, 110.2607158 -7.6877664, 110.2607158 -7.6796006, 110.2682689 -7.6639491, 110.2627757 -7.6605465, 110.2655223 -7.646936, 110.2538493 -7.6414916, 110.2401164 -7.6530608, 110.2174571 -7.6482971, 110.2050975 -7.6503387, 110.1920512 -7.6455749, 110.1755717 -7.6482971, 110.1584056 -7.6455749, 110.1467326 -7.6523803, 110.143986 -7.6428527, 110.1357463 -7.6530608, 110.1172068 -7.6687127, 110.1384929 -7.6925297, 110.1288798 -7.7013756, 110.1309398 -7.7422008, 110.1144603 -7.7605708, 110.113087 -7.7755384, 110.0931743 -7.783022, 110.0815013 -7.8047916, 110.0602153 -7.8136352, 110.0581553 -7.8401649, 110.0492289 -7.8510484, 110.0430491 -7.8728146, 110.0310261 -7.8953101)))",Polygon 1,
